molecule_chembl_id,pIC50,smile,ROMol
CHEMBL4744911,7.84,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A8EB0>
CHEMBL1957954,7.82,O=C(NCCCn1ccnc1)c1ccc(O)c2[nH]c(-c3ccc(Cl)cc3Cl)nc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297A8F20>
CHEMBL503469,7.82,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297A8F90>
CHEMBL2386097,7.82,O=C1NC(=O)C(c2cn(CCCO)c3ccc(F)cc23)=C1c1coc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9040>
CHEMBL4075400,7.82,Cl.Cn1c(N2CCNC(c3ccc(C#N)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297A90B0>
CHEMBL109834,7.82,CN(C)CCCn1cc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9120>
CHEMBL4748993,7.82,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2F)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9190>
CHEMBL260163,7.82,O=C(Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9200>
CHEMBL436837,7.82,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3nc(-c4ccc(Cl)cc4Cl)[nH]c23)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9270>
CHEMBL575138,7.82,COc1ccc2c(c1)-c1[nH]c3ccc(Br)cc3c1CC(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x00000291297A92E0>
CHEMBL3401125,7.8,C[C@@H]1OCCN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9350>
CHEMBL4748792,7.8,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A93C0>
CHEMBL1682355,7.8,Clc1ccc(Cl)c(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9430>
CHEMBL406644,7.8,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A94A0>
CHEMBL3647950,7.8,N#Cc1sc(NCCNc2nc(-c3ccc(Cl)cc3Cl)cn3ccnc23)nc1N,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9510>
CHEMBL306865,7.8,COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9580>
CHEMBL1210175,7.8,c1ccc(Nc2ncnc3[nH]c(-c4ccccc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A95F0>
CHEMBL1940980,7.8,C[C@H]1COc2c(NCCCn3cccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9660>
CHEMBL2203556,7.8,COc1cnc(Nc2ccccc2)nc1-c1cc2c([nH]1)CCNC2=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297A96D0>
CHEMBL1081071,7.8,CCN(CC)c1ccc(N/N=C2\C(=O)NN=C2c2ccc(OC)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9740>
CHEMBL469507,7.8,COc1ccc(CSc2nnc(-c3ccc4[nH]ncc4c3)o2)cc1C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000291297A97B0>
CHEMBL468963,7.8,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9820>
CHEMBL1076552,7.8,COc1ccncc1C1=NNC(=O)/C1=N\Nc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9890>
CHEMBL4647659,7.8,CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC[C@@H](C(=O)O)C3)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9900>
CHEMBL2177169,7.8,CN(C)CCN(C)C(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9970>
CHEMBL484685,7.79,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc(C#CC3CC3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297A99E0>
CHEMBL4527984,7.78,O=C(/C=C/c1cnc2[nH]cc(-c3cccnc3)c2c1)NCc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9A50>
CHEMBL2046466,7.77,O=C(NCCCc1ccc(Cl)nc1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9AC0>
CHEMBL2048664,7.77,O=C(NCCc1ccc(F)nc1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9B30>
CHEMBL3735856,7.77,O=C(O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(-c5ccccc5F)cc34)CC2)o1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9BA0>
CHEMBL1347394,7.77,O=C(NCc1ccccc1)Nc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9C10>
CHEMBL549668,7.77,CC(=O)N(C)c1ccc(Sc2nc(Nc3cc(C)[nH]n3)c3ccccc3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9C80>
CHEMBL4645337,7.77,CC(C)n1cc(C2=C(c3cccc(NC(=O)CF)c3)C(=O)NC2=O)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9CF0>
CHEMBL1682553,7.77,CC(C)Nc1c(-c2ccc3[nH]ncc3c2)nc2ncccn12,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9D60>
CHEMBL2391102,7.77,CC(=O)Nc1cc(-c2nnc(SCc3ccc(-c4ccccc4C#N)cc3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9DD0>
CHEMBL3401115,7.77,CC(C)C1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9E40>
CHEMBL340935,7.77,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9EB0>
CHEMBL1630452,7.77,Cc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9F20>
CHEMBL501724,7.76,Cc1cc(-c2cc(-c3ccccc3)[nH]c(=O)n2)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x00000291297A9F90>
CHEMBL1682842,7.76,COc1ccccc1CCNc1cc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA040>
CHEMBL260680,7.75,CN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA0B0>
CHEMBL4290039,7.75,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA120>
CHEMBL3736455,7.75,COc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCN(CC(=O)O)CC4)c3c2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA190>
CHEMBL2177160,7.75,Nc1ncc(-c2ccc(OCCN3CCCCC3)cc2)nc1C(=O)Nc1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA200>
CHEMBL2386108,7.75,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA270>
CHEMBL331000,7.75,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccc(O)cc2N1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA2E0>
CHEMBL4777349,7.75,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3o1)CC2,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA350>
CHEMBL325654,7.75,COc1cc2c(cc1OC)-c1[nH]c3ccc(C#N)cc3c1CC(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA3C0>
CHEMBL4103742,7.75,Cl.Cn1c(N2CCNC(c3ccccc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA430>
CHEMBL4069785,7.75,Cn1c(N2CCNC(c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA4A0>
CHEMBL469508,7.75,COc1ccc(CSc2nnc(-c3ccc4ncccc4c3)o2)cc1C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA510>
CHEMBL3735506,7.75,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA580>
CHEMBL1081632,7.75,COc1ccc(N/N=C2\C(=O)NN=C2c2cccc(OC)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA5F0>
CHEMBL336961,7.75,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA660>
CHEMBL1630487,7.75,COc1ccc(Nc2nnc(-c3ccc(C#N)cc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA6D0>
CHEMBL407373,7.75,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA740>
CHEMBL1091081,7.75,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc([N+](=O)[O-])cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA7B0>
CHEMBL4474903,7.73,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA820>
CHEMBL4102920,7.72,Cc1ccc(S(=O)(=O)N2CCN(c3nc(-c4ccncn4)cc(=O)n3C)[C@H](C)C2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA890>
CHEMBL3401119,7.72,CC[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA900>
CHEMBL1682554,7.72,CCCCNc1c(-c2ccc3[nH]ncc3c2)nc2ncccn12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA970>
CHEMBL2391101,7.72,CC(=O)Nc1cc(-c2nnc(SCc3cccc(C#N)c3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AA9E0>
CHEMBL261596,7.72,CC(C)C(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAA50>
CHEMBL3938724,7.72,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAAC0>
CHEMBL4796437,7.72,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAB30>
CHEMBL3401126,7.72,C[C@@H]1OCCN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@H]1C,<rdkit.Chem.rdchem.Mol object at 0x00000291297AABA0>
CHEMBL4757470,7.71,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAC10>
CHEMBL1940985,7.7,C[C@H]1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(-c4nnn[nH]4)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAC80>
CHEMBL4088266,7.7,CCOc1ccccc1C1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000291297AACF0>
CHEMBL3661033,7.7,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(-c2ccccc2)c1C,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAD60>
CHEMBL1957950,7.7,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4Cl)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AADD0>
CHEMBL2177166,7.7,CN(C)CCNS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAE40>
CHEMBL423323,7.7,COc1ccccc1C1=C(c2cn(CCCNS(N)(=O)=O)c3ncccc23)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAEB0>
CHEMBL3652549,7.7,Cc1cc(Nc2c[nH]c3ncc(F)cc23)nc(C23CC4CC(CC(C4)C2)C3)n1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAF20>
CHEMBL495751,7.7,CCN(CC)CCNC(=O)c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AAF90>
CHEMBL3652550,7.7,CC(C)(O)c1cc(Nc2n[nH]c3ncc(F)cc23)nc(C2CCCCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB040>
CHEMBL352222,7.7,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB0B0>
CHEMBL3652541,7.7,Cc1nc(Nc2n[nH]c3ncc(F)cc23)cc(C2CCC(F)(F)CC2)n1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB120>
CHEMBL26501,7.7,CN(C)C[C@H]1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB190>
CHEMBL50894,7.7,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB200>
CHEMBL574613,7.7,CC[S@+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB270>
CHEMBL4635680,7.7,O=C(NCC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB2E0>
CHEMBL523735,7.7,NC(=O)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB350>
CHEMBL365251,7.7,FC(F)(F)c1cc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB3C0>
CHEMBL2163772,7.7,Oc1ccc2oc3ncc(O)c(-c4ccccc4)c3c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB430>
CHEMBL298445,7.7,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB4A0>
CHEMBL186166,7.7,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB510>
CHEMBL189459,7.7,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB580>
CHEMBL189343,7.7,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB5F0>
CHEMBL2163774,7.7,COc1ccc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB660>
CHEMBL186425,7.7,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB6D0>
CHEMBL183038,7.7,O=C(Nc1ncnc2oc(-c3ccccc3)cc12)C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB740>
CHEMBL1081630,7.7,COc1ccc(N/N=C2\C(=O)NN=C2c2cccnc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB7B0>
CHEMBL3735603,7.7,COc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCN(CCc4ccccc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB820>
CHEMBL2386102,7.7,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB890>
CHEMBL182493,7.7,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB900>
CHEMBL1076682,7.7,COc1ccc(N/N=C2\C(=O)NN=C2c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB970>
CHEMBL263907,7.7,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc(F)c3)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AB9E0>
CHEMBL3736035,7.68,COc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(Cc5ccc(C(=O)O)o5)CC4)c3c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABA50>
CHEMBL3647951,7.68,N#Cc1ccc(NCCNc2nc(-c3ccc(Cl)cc3Cl)cn3nc(C(=O)O)cc23)nc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABAC0>
CHEMBL4779478,7.68,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABB30>
CHEMBL407730,7.68,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4cccc(O)c4)ccc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABBA0>
CHEMBL4071773,7.68,C[C@@H]1CN(C(=O)c2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABC10>
CHEMBL2386095,7.67,O=C1NC(=O)C(c2cn(CCO)c3ccc(Br)cc23)=C1c1coc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABC80>
CHEMBL1087243,7.66,COc1ccc(OC)c(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABCF0>
CHEMBL359482,7.66,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABD60>
CHEMBL1834318,7.66,Nc1c(F)c(NCCNc2ccccn2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABDD0>
CHEMBL4070244,7.66,Cl.Cn1c(N2CCNC(c3cccc(F)c3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABE40>
CHEMBL4789145,7.66,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABEB0>
CHEMBL4633727,7.66,O=C(NC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABF20>
CHEMBL53745,7.66,Cn1cc(C2=C(c3cccs3)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297ABF90>
CHEMBL4467820,7.66,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3nnc(-c4ccccc4)o3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC040>
CHEMBL2064532,7.66,N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC0B0>
CHEMBL4638321,7.66,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccnc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC120>
CHEMBL1091082,7.66,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(F)cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC190>
CHEMBL259744,7.66,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC200>
CHEMBL3410105,7.66,COc1cc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC270>
CHEMBL126077,7.66,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC2E0>
CHEMBL4099428,7.66,Cl.Cn1c(N2CCNC(c3ccc(Br)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC350>
CHEMBL2177180,7.66,COCCCNC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC3C0>
CHEMBL4068965,7.66,C[C@@H]1CN(C)CCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC430>
CHEMBL3091529,7.66,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC4A0>
CHEMBL4475312,7.64,NC(=O)c1nc(-c2ccccc2O)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC510>
CHEMBL3401121,7.64,C[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC580>
CHEMBL1082176,7.64,COc1cccc(C2=NNC(=O)/C2=N\Nc2ccncc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC5F0>
CHEMBL4568087,7.64,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC660>
CHEMBL253956,7.64,O=C1OC(Nc2ncc3nnn(-c4ccccc4)c3n2)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC6D0>
CHEMBL4863960,7.64,O=C(Nc1cncc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC740>
CHEMBL1682348,7.64,Clc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC7B0>
CHEMBL1091083,7.64,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(OCc4ccccc4)cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC820>
CHEMBL296586,7.64,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC890>
CHEMBL4443821,7.64,O=C(/C=C/c1cnc2[nH]cc(-c3ccc(F)cc3)c2c1)NCc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC900>
CHEMBL404507,7.64,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4cccs4)cc3)c12,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC970>
CHEMBL1081432,7.64,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297AC9E0>
CHEMBL3093050,7.64,Cn1c(NCC(O)c2ccccc2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACA50>
CHEMBL1081103,7.64,COc1ccncc1C1=NNC(=O)/C1=N\Nc1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACAC0>
CHEMBL98153,7.62,O=C1Cc2c([nH]c3ccc(Cl)cc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACB30>
CHEMBL404565,7.62,O=C(O)CCc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACBA0>
CHEMBL516261,7.62,COCc1ccc2c(C3=C(c4cn(C)c5ccc(F)cc45)C(=O)NC3=O)coc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACC10>
CHEMBL3410108,7.62,Cn1nc(C(N)=O)cc1-c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACC80>
CHEMBL4090743,7.62,Cc1cc(F)ccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1.Cl,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACCF0>
CHEMBL552038,7.62,Cc1cc(Nc2nc(Nc3ccccc3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACD60>
CHEMBL247271,7.62,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCCc1ccc(c(N3CCCC3)n1)CCCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACDD0>
CHEMBL4067737,7.62,C[C@@H]1CN(c2ncccn2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACE40>
CHEMBL4760111,7.62,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACEB0>
CHEMBL427909,7.62,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(-c3ccccc3)cc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291297ACF20>
